Date,Open,High,Low,Close,Adj Close,Volume
2022-06-07,944.8499755859375,948.0,933.5499877929688,941.2000122070312,898.943603515625,807541
2022-06-08,943.9500122070312,953.5,932.0,936.5999755859375,894.5501098632812,760538
2022-06-09,933.7000122070312,943.7000122070312,927.1500244140625,941.6500244140625,899.3734130859375,552903
2022-06-10,934.0,948.0999755859375,930.5999755859375,944.3499755859375,901.9521484375,489312
2022-06-13,938.7999877929688,938.7999877929688,900.0,906.4000244140625,865.7059936523438,848042
2022-06-14,905.0,927.0,901.3499755859375,908.4500122070312,867.6639404296875,615268
2022-06-15,901.3499755859375,909.8499755859375,868.0999755859375,872.75,845.1963500976562,2176399
2022-06-16,880.0,889.5,851.0,853.75,838.8101196289062,1346343
2022-06-17,849.9500122070312,855.0,834.9000244140625,838.0499877929688,823.3848266601562,920356
2022-06-20,845.0,848.5,781.0499877929688,793.2000122070312,779.3197021484375,1631418
2022-06-21,805.0,826.0,792.5499877929688,821.4000244140625,807.0262451171875,1534004
2022-06-22,821.0,821.0,791.2999877929688,794.2999877929688,780.400390625,1590458
2022-06-23,800.0,807.5499877929688,782.0499877929688,792.6500244140625,778.779296875,951915
2022-06-24,804.0,810.5,797.3499755859375,808.0,793.8607177734375,847793
2022-06-27,834.5,834.5,810.5999755859375,813.6500244140625,799.411865234375,1609502
2022-06-28,813.0,817.9500122070312,803.0,814.9500122070312,800.6890869140625,654137
2022-06-29,808.0,811.0,803.7000122070312,806.75,792.632568359375,467974
2022-06-30,805.7999877929688,812.0999755859375,790.0,793.3499755859375,779.467041015625,775514
2022-07-01,791.0,804.9000244140625,773.3499755859375,795.3499755859375,781.4320068359375,770388
2022-07-04,800.9000244140625,805.7000122070312,788.25,803.3499755859375,789.2920532226562,493317
2022-07-05,810.75,814.9000244140625,801.0,803.4000244140625,789.3411865234375,702545
2022-07-06,804.5,814.5,801.9000244140625,813.1500244140625,798.9205932617188,677194
2022-07-07,811.0,824.0,796.8499755859375,819.6500244140625,805.3068237304688,1984221
2022-07-08,827.0,839.0,822.25,836.4500122070312,821.8128662109375,1963294
2022-07-11,835.0,844.4500122070312,828.1500244140625,843.0999755859375,828.346435546875,1077720
2022-07-12,839.7000122070312,844.7000122070312,831.2000122070312,835.0499877929688,820.4373168945312,645833
2022-07-13,840.0,844.2999877929688,832.5999755859375,837.8499755859375,823.1882934570312,725104
2022-07-14,837.9500122070312,848.0,835.0,841.1500244140625,826.4306030273438,950301
2022-07-15,842.0,856.75,841.0,854.5,839.5469970703125,1062779
2022-07-18,862.0,863.25,856.0,858.7999877929688,843.771728515625,536664
2022-07-19,857.7999877929688,863.9000244140625,853.0,857.7000122070312,842.6909790039062,595873
2022-07-20,865.0,870.7000122070312,858.0,862.5999755859375,847.5051879882812,578773
2022-07-21,866.4000244140625,879.5999755859375,862.0,876.7000122070312,861.3585205078125,755682
2022-07-22,880.0,883.0,868.0,870.75,855.5126342773438,572186
2022-07-25,871.0,896.0,867.9000244140625,892.7000122070312,877.0785522460938,968433
2022-07-26,893.9500122070312,893.9500122070312,869.2000122070312,871.6500244140625,856.3969116210938,791497
2022-07-27,869.2000122070312,880.7999877929688,863.75,878.5999755859375,863.2252197265625,747154
2022-07-28,885.0,893.9000244140625,876.4500122070312,890.0,874.42578125,569107
2022-07-29,901.0,913.0,896.3499755859375,909.9000244140625,893.9775390625,1176936
2022-08-01,911.0,947.0,910.0,944.0499877929688,927.5299072265625,1450419
2022-08-02,944.0499877929688,949.0,934.1500244140625,942.9500122070312,926.44921875,949852
2022-08-03,946.2999877929688,947.5999755859375,929.0999755859375,937.9500122070312,921.5366821289062,702899
2022-08-04,939.0,962.0,936.2999877929688,950.7999877929688,934.1618041992188,1682996
2022-08-05,955.25,957.3499755859375,942.0,948.5,931.9020385742188,751942
2022-08-08,949.0,962.4000244140625,942.75,957.0,940.2532958984375,1140055
2022-08-10,1015.0,1086.550048828125,1010.0999755859375,1074.1500244140625,1055.353271484375,15504357
2022-08-11,1080.0,1093.6500244140625,1066.5999755859375,1075.5999755859375,1056.77783203125,2782046
2022-08-12,1070.0,1160.0,1068.0999755859375,1118.9000244140625,1099.3201904296875,10654214
2022-08-16,1126.5,1138.0,1104.5,1122.5,1102.857177734375,2577899
2022-08-17,1130.0,1140.0,1100.0,1107.0999755859375,1087.7266845703125,1462856
2022-08-18,1103.0,1122.25,1091.0,1118.25,1098.6815185546875,2042013
2022-08-19,1127.5999755859375,1182.199951171875,1120.0999755859375,1124.1500244140625,1104.4783935546875,8907831
2022-08-22,1119.0,1119.0,1079.199951171875,1087.5,1068.4697265625,2861331
2022-08-23,1079.0,1106.800048828125,1063.0999755859375,1101.25,1081.97900390625,3151149
2022-08-24,1108.199951171875,1122.25,1082.699951171875,1095.1500244140625,1075.98583984375,2254878
2022-08-25,1104.800048828125,1112.8499755859375,1095.4000244140625,1099.800048828125,1080.554443359375,1126027
2022-08-26,1110.300048828125,1137.4000244140625,1104.199951171875,1110.5999755859375,1091.1654052734375,2444978
2022-08-29,1051.0,1137.0,1051.0,1132.4000244140625,1112.583984375,2469682
2022-08-30,1148.949951171875,1149.699951171875,1123.3499755859375,1129.550048828125,1109.783935546875,1693174
2022-09-01,1123.0,1144.449951171875,1120.050048828125,1139.0999755859375,1119.166748046875,1390775
2022-09-02,1146.0,1161.6500244140625,1115.8499755859375,1119.800048828125,1100.2044677734375,2601751
2022-09-05,1120.0,1137.800048828125,1114.800048828125,1119.1500244140625,1099.5657958984375,1069350
2022-09-06,1126.800048828125,1132.949951171875,1111.050048828125,1120.0,1100.4010009765625,1101924
2022-09-07,1120.949951171875,1134.0999755859375,1110.449951171875,1125.1500244140625,1105.4608154296875,929641
2022-09-08,1133.0,1135.0999755859375,1111.199951171875,1116.9000244140625,1097.355224609375,870236
2022-09-09,1125.0,1127.449951171875,1108.800048828125,1113.050048828125,1093.5726318359375,702066
2022-09-12,1119.800048828125,1163.199951171875,1115.550048828125,1159.75,1139.455322265625,3385341
2022-09-13,1173.949951171875,1194.0,1158.3499755859375,1160.699951171875,1140.388671875,4497078
2022-09-14,1148.0,1168.949951171875,1140.800048828125,1155.9000244140625,1135.6727294921875,1435793
2022-09-15,1161.699951171875,1176.6500244140625,1136.25,1170.300048828125,1149.82080078125,1546094
2022-09-16,1168.0,1169.75,1090.949951171875,1105.75,1086.4002685546875,2492742
2022-09-19,1108.0,1118.0,1090.0,1102.75,1083.4527587890625,1199413
2022-09-20,1111.0,1134.199951171875,1110.0999755859375,1113.6500244140625,1094.162109375,1072438
2022-09-21,1109.0,1119.9000244140625,1090.199951171875,1097.300048828125,1078.0982666015625,860142
2022-09-22,1092.5,1157.0,1090.550048828125,1150.050048828125,1129.9251708984375,3258442
2022-09-23,1154.9000244140625,1161.449951171875,1126.5999755859375,1134.4000244140625,1114.5489501953125,2377503
2022-09-26,1121.0,1127.5,1031.6500244140625,1063.3499755859375,1044.7423095703125,4692089
2022-09-27,1067.199951171875,1077.050048828125,1035.0,1067.199951171875,1048.52490234375,2046370
2022-09-28,1053.0,1066.6500244140625,1042.199951171875,1047.949951171875,1029.6116943359375,1042615
2022-09-29,1076.0,1125.0,1071.1500244140625,1093.0,1073.8734130859375,5790446
2022-09-30,1088.0,1109.949951171875,1048.550048828125,1104.75,1085.4178466796875,2948687
2022-10-03,1098.0,1131.9000244140625,1082.4000244140625,1093.699951171875,1074.5611572265625,3073292
2022-10-04,1111.0,1149.6500244140625,1106.800048828125,1140.949951171875,1120.9842529296875,3217331
2022-10-06,1148.949951171875,1154.3499755859375,1138.1500244140625,1147.8499755859375,1127.7635498046875,2074065
2022-10-07,1144.0,1189.5,1140.0,1181.800048828125,1161.1195068359375,4737463
2022-10-10,1169.8499755859375,1214.0,1160.800048828125,1199.6500244140625,1178.6572265625,5201365
2022-10-11,1207.0,1214.9000244140625,1159.6500244140625,1164.3499755859375,1143.974853515625,2871961
2022-10-12,1170.199951171875,1173.0,1146.5,1162.949951171875,1142.599365234375,2138197
2022-10-13,1165.0,1170.699951171875,1138.300048828125,1151.8499755859375,1131.693603515625,1477297
2022-10-14,1175.0,1177.300048828125,1140.75,1143.699951171875,1123.6861572265625,1255257
2022-10-17,1143.949951171875,1168.0,1130.0,1162.0,1141.666015625,1658559
2022-10-18,1170.0999755859375,1180.0,1153.5,1166.449951171875,1146.0380859375,1828207
2022-10-19,1170.0,1171.199951171875,1155.800048828125,1164.25,1143.8765869140625,1282883
2022-10-20,1163.0,1163.75,1147.0,1158.1500244140625,1137.8834228515625,725540
2022-10-21,1161.9000244140625,1167.9000244140625,1137.050048828125,1143.5,1123.48974609375,1002594
2022-10-24,1159.0,1160.0,1151.050048828125,1156.75,1136.5078125,214740
2022-10-25,1160.050048828125,1186.0,1151.0,1180.6500244140625,1159.9896240234375,1667372
2022-10-27,1184.5,1199.9000244140625,1173.0,1188.1500244140625,1167.3583984375,2008073
2022-10-28,1181.0999755859375,1186.800048828125,1125.0999755859375,1131.949951171875,1112.141845703125,6601985
2022-10-31,1136.0,1149.0,1124.699951171875,1132.800048828125,1112.97705078125,1926174
2022-11-01,1138.5,1150.5999755859375,1133.550048828125,1142.199951171875,1122.21240234375,1605249
2022-11-02,1147.0,1158.0,1130.0,1132.75,1112.9278564453125,1232415
2022-11-03,1132.0,1141.8499755859375,1125.199951171875,1131.5,1111.69970703125,1089567
2022-11-04,1137.199951171875,1140.050048828125,1108.5,1123.3499755859375,1103.6922607421875,1371711
2022-11-07,1125.0,1145.4000244140625,1121.0,1122.3499755859375,1102.7098388671875,1348034
2022-11-09,1129.0,1136.0,1108.0,1111.949951171875,1092.4918212890625,1268573
2022-11-10,1113.0,1117.0,1066.0999755859375,1070.25,1051.521484375,1892318
2022-11-11,1085.0,1090.9000244140625,1065.0,1067.5,1048.8197021484375,901885
2022-11-14,1072.8499755859375,1072.8499755859375,1056.5999755859375,1065.25,1046.6090087890625,673296
2022-11-15,1070.5999755859375,1074.25,1052.699951171875,1057.199951171875,1038.6998291015625,717692
2022-11-16,1053.0,1064.199951171875,1038.050048828125,1049.199951171875,1030.83984375,862086
2022-11-17,1048.0,1051.550048828125,1032.0,1036.199951171875,1018.0673217773438,644347
2022-11-18,1038.800048828125,1042.0,997.0,1015.75,997.9752197265625,1510831
2022-11-21,1015.75,1044.449951171875,1009.0499877929688,1036.300048828125,1018.1657104492188,1300208
2022-11-22,1039.449951171875,1042.9000244140625,1031.25,1039.199951171875,1021.0148315429688,549767
2022-11-23,1042.9000244140625,1046.800048828125,1024.199951171875,1028.5,1010.5021362304688,829776
2022-11-24,1031.800048828125,1036.75,1019.5999755859375,1023.7999877929688,1005.8843383789062,660819
2022-11-25,1027.050048828125,1040.300048828125,1024.5999755859375,1032.0999755859375,1014.0391235351562,636738
2022-11-28,1034.300048828125,1043.300048828125,1032.0999755859375,1038.8499755859375,1020.6709594726562,590946
2022-11-29,1040.0,1044.0999755859375,1025.0,1028.199951171875,1010.2073364257812,529315
2022-11-30,1030.0,1042.9000244140625,1029.199951171875,1035.5,1017.379638671875,735398
2022-12-01,1041.0,1058.949951171875,1037.0999755859375,1048.699951171875,1030.3486328125,1169027
2022-12-02,1048.0,1053.0,1031.050048828125,1039.3499755859375,1021.1622314453125,1021911
2022-12-05,1044.0999755859375,1071.449951171875,1039.800048828125,1056.699951171875,1038.2086181640625,1495223
2022-12-06,1055.0,1060.5999755859375,1040.949951171875,1043.199951171875,1024.94482421875,1047006
2022-12-07,1046.300048828125,1047.6500244140625,1021.7000122070312,1029.5,1011.484619140625,683379
2022-12-08,1032.449951171875,1049.0,1026.0,1046.25,1027.9415283203125,747048
2022-12-09,1049.949951171875,1056.949951171875,1026.25,1033.75,1015.6602783203125,770753
2022-12-12,1033.0,1039.5,1025.300048828125,1034.1500244140625,1016.0532836914062,633628
2022-12-13,1034.9000244140625,1045.449951171875,1032.199951171875,1033.699951171875,1015.611083984375,535565
2022-12-14,1038.0,1044.9000244140625,1035.0,1036.5,1018.3621215820312,706162
2022-12-15,1039.199951171875,1042.949951171875,1022.0999755859375,1026.699951171875,1008.7335815429688,545640
2022-12-16,1025.800048828125,1025.800048828125,985.7000122070312,991.5,974.1495971679688,1758284
2022-12-19,992.5,997.9000244140625,968.7999877929688,988.6500244140625,971.3494873046875,1640959
2022-12-20,990.7000122070312,991.0999755859375,968.4000244140625,979.0,961.8683471679688,856249
2022-12-21,985.2000122070312,996.5,960.9500122070312,965.5999755859375,948.7028198242188,1035557
2022-12-22,970.4500122070312,974.9500122070312,933.0999755859375,940.25,923.7964477539062,1218644
2022-12-23,933.8499755859375,937.0999755859375,889.0499877929688,891.7000122070312,876.0960083007812,1406373
2022-12-26,897.0,916.1500244140625,876.7999877929688,906.7999877929688,890.9317626953125,836992
2022-12-27,911.3499755859375,923.7999877929688,909.2000122070312,918.4000244140625,902.3287963867188,968330
2022-12-28,922.4500122070312,939.4000244140625,915.5999755859375,933.2000122070312,916.8698120117188,1018813
2022-12-29,928.0,935.0,922.0,928.5499877929688,912.3011474609375,918301
2022-12-30,931.5999755859375,947.0,930.7999877929688,937.1500244140625,920.7506713867188,874888
2023-01-02,941.8499755859375,943.7000122070312,930.1500244140625,941.3499755859375,924.8771362304688,745481
2023-01-03,945.0,948.5999755859375,938.1500244140625,941.7000122070312,925.2210693359375,498529
2023-01-04,942.0,943.8499755859375,926.0499877929688,931.6500244140625,915.346923828125,728111
2023-01-05,934.7000122070312,946.2999877929688,925.8499755859375,942.1500244140625,925.6632080078125,835241
2023-01-06,942.1500244140625,956.0,938.5,948.2999877929688,931.70556640625,1100983
2023-01-09,950.0,960.9000244140625,947.5,958.2999877929688,941.5305786132812,653230
2023-01-10,959.2000122070312,972.4000244140625,953.1500244140625,968.5499877929688,951.6011962890625,933245
2023-01-11,973.0,975.0,962.4000244140625,967.75,950.815185546875,643479
2023-01-12,971.75,978.5999755859375,969.0,973.25,956.2189331054688,593507
2023-01-13,973.9500122070312,976.0,964.0499877929688,974.5999755859375,957.5452880859375,390146
2023-01-16,976.5999755859375,981.7999877929688,969.5,970.3499755859375,953.3696899414062,356574
2023-01-17,975.25,989.1500244140625,970.3499755859375,987.2000122070312,969.9248657226562,885830
2023-01-18,991.5499877929688,1000.5,988.3499755859375,998.9500122070312,981.46923828125,734651
2023-01-19,997.0,998.9500122070312,978.2999877929688,980.4500122070312,963.29296875,598387
2023-01-20,981.0,987.7000122070312,973.0,975.8499755859375,958.7734375,418246
2023-01-23,975.8499755859375,978.6500244140625,971.2000122070312,977.1500244140625,960.0507202148438,290614
2023-01-24,977.1500244140625,984.0,967.0499877929688,971.7999877929688,954.7943115234375,444221
2023-01-25,970.0,970.0,948.4000244140625,950.4000244140625,933.7688598632812,623055
2023-01-27,954.6500244140625,960.2999877929688,929.4000244140625,945.0,928.4633178710938,648243
2023-01-30,945.0,960.7000122070312,936.4000244140625,955.3499755859375,938.6321411132812,549412
2023-01-31,958.0,979.0,955.0,973.4000244140625,956.3663330078125,759060
2023-02-01,980.0,985.0999755859375,942.4500122070312,956.1500244140625,939.418212890625,1175811
2023-02-02,948.0999755859375,986.75,912.0,967.25,950.323974609375,2772046
2023-02-03,968.5999755859375,999.0,961.0499877929688,969.9500122070312,952.9766845703125,1424837
2023-02-06,970.0,1010.0,967.0499877929688,1006.7000122070312,989.0836181640625,1203295
2023-02-07,1011.75,1040.0,1003.2000122070312,1030.949951171875,1012.9091796875,2630267
2023-02-08,1032.0,1041.25,1011.5,1029.4000244140625,1011.3864135742188,1004359
2023-02-09,1021.0,1036.0,1010.75,1012.5499877929688,994.8312377929688,661402
2023-02-10,1013.2000122070312,1026.199951171875,1004.0,1020.2999877929688,1002.4456176757812,724694
2023-02-13,1020.7000122070312,1028.0,1009.3499755859375,1017.2999877929688,999.4981079101562,560147
2023-02-14,1019.0,1023.6500244140625,1007.25,1009.9500122070312,992.2767333984375,386474
2023-02-15,1009.9500122070312,1019.9000244140625,1004.0999755859375,1010.6500244140625,992.9645385742188,626181
2023-02-16,1013.0,1035.0,1011.0999755859375,1024.9000244140625,1006.9651489257812,1129579
2023-02-17,1024.050048828125,1033.3499755859375,1015.5499877929688,1018.8499755859375,1001.02099609375,466079
2023-02-20,1020.6500244140625,1025.699951171875,1004.5,1010.9500122070312,993.25927734375,598142
2023-02-21,1012.0,1017.9500122070312,998.0,1000.25,982.7464599609375,574836
2023-02-22,1000.25,1001.5999755859375,958.5499877929688,965.2000122070312,948.309814453125,1803876
2023-02-23,969.0,989.9000244140625,962.25,972.8499755859375,955.825927734375,1070215
2023-02-24,978.0,984.6500244140625,968.5,972.0999755859375,955.0890502929688,839873
2023-02-27,972.0,984.5,961.0999755859375,974.8499755859375,957.7909545898438,1644171
2023-02-28,976.0,980.9500122070312,965.2000122070312,975.0,957.9383544921875,715101
2023-03-01,972.0,999.0,972.0,994.5,977.0971069335938,610565
2023-03-02,997.0,998.1500244140625,984.9000244140625,989.0999755859375,971.7915649414062,576642
2023-03-03,990.0999755859375,1013.0,989.0999755859375,1007.9500122070312,990.311767578125,949753
2023-03-06,1010.9500122070312,1011.9500122070312,999.5499877929688,1002.0499877929688,984.5149536132812,775814
2023-03-08,1001.7999877929688,1016.0,992.0999755859375,1010.7999877929688,993.1118774414062,632362
2023-03-09,1011.0,1015.9000244140625,990.6500244140625,993.25,975.8689575195312,595044
2023-03-10,988.0,989.8499755859375,970.7999877929688,980.75,963.5877075195312,534453
2023-03-13,980.0,985.0999755859375,961.2999877929688,965.1500244140625,948.2607421875,639656
2023-03-14,967.7000122070312,975.0,954.0,966.5,949.5870971679688,618342
2023-03-15,977.0,983.5,960.0,963.2999877929688,946.4430541992188,340658
2023-03-16,965.9500122070312,965.9500122070312,943.25,958.5,941.72705078125,634780
2023-03-17,963.4000244140625,969.5999755859375,957.5,963.0999755859375,946.2465209960938,581953
2023-03-20,962.4000244140625,962.4000244140625,934.25,950.4000244140625,933.7688598632812,698608
2023-03-21,951.0,957.7000122070312,948.0,953.2000122070312,936.5198364257812,366923
2023-03-22,953.0,965.7999877929688,951.2999877929688,961.5,944.674560546875,350721
2023-03-23,960.0,971.8499755859375,952.0499877929688,968.0999755859375,951.1590576171875,657902
2023-03-24,964.0,970.0,950.0,953.9500122070312,937.2567138671875,572686
2023-03-27,954.0,960.6500244140625,948.1500244140625,955.0499877929688,938.33740234375,372570
2023-03-28,956.4500122070312,960.1500244140625,950.4000244140625,953.7999877929688,937.1093139648438,498770
2023-03-29,953.7999877929688,961.0,945.0,954.75,938.0426635742188,608017
2023-03-31,959.5499877929688,981.0499877929688,958.0499877929688,972.4500122070312,955.4329833984375,689153
2023-04-03,979.9500122070312,983.0,973.0999755859375,977.1500244140625,960.0507202148438,399269
2023-04-05,975.0499877929688,977.0,959.25,975.5999755859375,958.52783203125,479875
2023-04-06,975.7000122070312,990.0,972.4000244140625,989.1500244140625,971.8407592773438,393374
2023-04-10,993.9500122070312,1004.75,985.0,1003.6500244140625,986.0869750976562,647601
2023-04-11,1008.0,1018.4500122070312,1002.5999755859375,1016.7999877929688,999.0068359375,620280
2023-04-12,1018.0,1027.0,1012.0499877929688,1020.6500244140625,1002.7894897460938,587158
2023-04-13,1020.0,1029.0,1016.5,1026.1500244140625,1008.1932983398438,468566
2023-04-17,1022.0,1029.9000244140625,986.6500244140625,990.8499755859375,973.5109252929688,608548
2023-04-18,980.0,980.0,926.0499877929688,932.0999755859375,915.7890014648438,6210562
2023-04-19,934.0,939.9000244140625,921.6500244140625,933.4000244140625,917.0663452148438,1912439
2023-04-20,930.2000122070312,945.5,927.0,942.7000122070312,926.2035522460938,1395931
2023-04-21,945.5499877929688,948.7999877929688,937.5,944.4500122070312,927.9229125976562,835643
2023-04-24,946.9500122070312,949.4000244140625,942.8499755859375,948.5,931.9020385742188,460973
2023-04-25,951.0,954.4500122070312,941.5,944.4000244140625,927.8738403320312,728106
2023-04-26,943.9500122070312,948.9000244140625,930.0,931.5999755859375,915.2977905273438,1074739
2023-04-27,934.8499755859375,945.25,929.0499877929688,943.7000122070312,927.18603515625,710930
2023-04-28,947.9500122070312,959.0,944.0,952.7000122070312,936.028564453125,737346
2023-05-02,955.2999877929688,987.9000244140625,954.5499877929688,972.0,954.9908447265625,1373516
2023-05-03,971.9500122070312,996.9000244140625,969.0,993.0999755859375,975.7215576171875,1096572
2023-05-04,999.9500122070312,1017.8499755859375,970.0,982.25,965.0614624023438,3686017
2023-05-05,987.0499877929688,987.25,958.0,959.5,942.7095947265625,1526091
2023-05-08,965.0,973.9000244140625,960.5,969.9500122070312,952.9766845703125,859127
2023-05-09,972.6500244140625,978.9500122070312,964.0,965.8499755859375,948.9484252929688,842765
2023-05-10,972.0499877929688,976.3499755859375,963.5999755859375,974.5,957.4470825195312,902870
2023-05-11,977.0,990.0,975.5499877929688,988.5999755859375,971.30029296875,974505
2023-05-12,991.0,995.9000244140625,982.1500244140625,985.2000122070312,967.9598388671875,719326
2023-05-15,989.9000244140625,993.7000122070312,979.1500244140625,990.0999755859375,972.7740478515625,422352
2023-05-16,994.0,995.9500122070312,975.0,976.7999877929688,959.7068481445312,452542
2023-05-17,980.0,984.5499877929688,966.5999755859375,982.0999755859375,964.9140625,779613
2023-05-18,987.9500122070312,992.5,980.0499877929688,984.6500244140625,967.4194946289062,683500
2023-05-19,989.4000244140625,991.0,974.3499755859375,984.1500244140625,966.92822265625,845534
2023-05-22,986.9500122070312,994.0,975.5,987.2000122070312,969.9248657226562,667367
2023-05-23,987.0,994.0,980.0,981.9000244140625,964.7175903320312,627065
2023-05-24,984.2000122070312,998.6500244140625,975.0,987.0999755859375,969.8265380859375,728156
2023-05-25,988.4500122070312,989.6500244140625,946.0499877929688,956.7000122070312,939.9585571289062,1620350
2023-05-26,960.0,972.25,955.0,970.25,953.2714233398438,702059
2023-05-29,972.2999877929688,975.8499755859375,967.6500244140625,971.8499755859375,954.8434448242188,456813
2023-05-30,974.4000244140625,975.0,963.5,969.0999755859375,952.1415405273438,477951
2023-05-31,971.0,972.5,964.0,970.5999755859375,953.6152954101562,710320
2023-06-01,972.0,976.9000244140625,966.1500244140625,968.9500122070312,951.9942016601562,414830
2023-06-02,970.0,979.4000244140625,968.0,969.7999877929688,952.8292846679688,516827
2023-06-05,979.5999755859375,1017.9500122070312,976.8499755859375,995.5499877929688,978.1287231445312,5155439
2023-06-06,1000.0,1007.0999755859375,988.7999877929688,993.75,976.3602294921875,966295
2023-06-07,997.4500122070312,1000.0,991.2999877929688,994.75,977.3427124023438,485131
2023-06-08,999.0,1015.0,997.0499877929688,1003.25,985.6939697265625,1389967
